"customer_id","stripe_customer_id","hubspot_vid","email","firstname","lastname","company","job_title","acquisition_channel","acquisition_channel_name","acquisition_channel_type","is_paid_acquisition","country","timezone","auth_provider","lifecycle_stage","initial_plan_id","initial_plan_tier","trial_start_date","trial_end_date","signup_date","last_active_date","is_active","has_churned","churn_date","locale","num_associated_deals","record_created_at"
"84ca0a8f-0dde-4ed3-8e0c-d2e9556fcc29","cus_cgvyie6ivwpvs7",100079,"user1011@taskflow-demo.io","First11","Last11","Company 11","Freelancer","organic_search","Organic Search","Organic","","GB","Europe/London","github","other","price_business_monthly","business","2024-01-26 14:33:13+01","2024-02-09 22:57:16+01","2024-01-26 06:27:52+01","2024-03-31 18:11:09+01","",1,"2024-10-22 23:28:55+01","en",1,"2024-01-26 06:27:52+01"
"0ccf9328-3727-4a4d-88b8-756a6b7ee337","cus_l1cq99chj755nf",100089,"user1012@taskflow-demo.io","First12","Last12","Company 12","CTO","google_ads","Google Ads","Paid",1,"KE","Africa/Nairobi","email","customer","price_pro_annual","pro","2024-06-10 00:42:37+01","2024-06-23 20:09:20+01","2024-06-09 06:19:31+01","2025-06-15 19:48:26+01",1,"","","en",1,"2024-06-09 06:19:31+01"
"f517dcd8-dc32-4d31-ab6e-2de001976345","cus_t7d5j60fkhmy4s",100094,"user1013@taskflow-demo.io","First13","Last13","Company 13","CEO","product_hunt","Product Hunt","Organic","","DE","Europe/Berlin","github","customer","price_pro_monthly","pro","2024-11-09 02:13:47+01","2024-11-23 07:26:44+01","2024-11-09 11:01:42+01","2024-12-24 15:30:11+01",1,"","","en",1,"2024-11-09 11:01:42+01"
"f7c2ef0b-9b95-49e9-9526-ec64516d67c3","cus_1wj0tpac56t4uf",100100,"user1014@taskflow-demo.io","First14","Last14","Company 14","CEO","google_ads","Google Ads","Paid",1,"US","America/New_York","email","customer","price_business_monthly","business","2025-03-09 18:27:33+01","2025-03-23 11:07:59+01","2025-03-09 11:35:36+01","2025-03-18 01:21:01+01",1,"","","en",1,"2025-03-09 11:35:36+01"
"7550d8ad-6dea-419d-a035-50bd7bde9134","cus_hid25owf75935a",100111,"user1015@taskflow-demo.io","First15","Last15","Company 15","Product Manager","referral","Referral","Organic","","CA","America/Toronto","email","customer","price_business_annual","business","2024-07-05 14:06:31+01","2024-07-20 00:48:39+01","2024-07-05 08:34:25+01","2025-01-18 21:50:46+01",1,"","","en",1,"2024-07-05 08:34:25+01"
"cd5dec38-72d1-4ebd-b151-ed91e18ee775","cus_j2d54i3qk2iagl",100113,"user1016@taskflow-demo.io","First16","Last16","Company 16","Software Engineer","product_hunt","Product Hunt","Organic","","DE","Europe/Berlin","email","customer","price_business_monthly","business","2025-02-05 00:25:00+01","2025-02-18 12:50:14+01","2025-02-05 00:48:15+01","2025-05-31 03:58:08+01",1,"","","en",1,"2025-02-05 00:48:15+01"
"6090b33b-8099-4f51-baaa-3a4e1a7e731f","cus_la5ju9bvm2p9e6",100121,"user1017@taskflow-demo.io","First17","Last17","Company 17","CEO","linkedin_ads","LinkedIn Ads","Paid",1,"GB","Europe/London","email","customer","price_pro_monthly","pro","2024-05-22 18:25:12+01","2024-06-05 20:41:25+01","2024-05-22 05:21:22+01","2024-12-05 19:35:26+01",1,"","","en",1,"2024-05-22 05:21:22+01"
"3d689740-b935-40de-b47a-3d9271032927","cus_70hp87wxe6sylz",100131,"user1018@taskflow-demo.io","First18","Last18","Company 18","Freelancer","linkedin_ads","LinkedIn Ads","Paid",1,"GB","Europe/London","github","customer","price_business_monthly","business","2024-12-28 07:05:05+01","2025-01-11 01:27:00+01","2024-12-28 19:00:12+01","2025-03-19 00:53:06+01",1,"","","en",1,"2024-12-28 19:00:12+01"
"34503f46-0ad3-4582-abb9-7da1c2e2a772","cus_ktakpuxqphr62g",100134,"user1019@taskflow-demo.io","First19","Last19","Company 19","Designer","organic_search","Organic Search","Organic","","KE","Africa/Nairobi","google","other","price_pro_monthly","pro","2024-08-03 22:03:17+01","2024-08-17 03:59:09+01","2024-08-03 17:41:36+01","2024-11-09 22:40:07+01","",1,"2025-05-30 13:49:16+01","en",1,"2024-08-03 17:41:36+01"
"ba26d547-bb66-4f7d-bf99-ca3409c391ca","cus_yihair4cowgzri",100146,"user1020@taskflow-demo.io","First20","Last20","Company 20","Operations Lead","organic_search","Organic Search","Organic","","GH","Africa/Accra","email","customer","price_business_monthly","business","2024-12-05 07:43:26+01","2024-12-19 13:56:20+01","2024-12-05 17:42:09+01","2025-01-22 03:29:11+01",1,"","","en",1,"2024-12-05 17:42:09+01"
"c1786355-8e91-43be-98db-17415633357a","cus_g8sbi4q2y9v86w",100153,"user1021@taskflow-demo.io","First21","Last21","Company 21","Software Engineer","referral","Referral","Organic","","CA","America/Toronto","email","customer","price_starter_monthly","starter","2025-04-02 18:01:33+01","2025-04-16 17:48:09+01","2025-04-02 17:47:31+01","2025-05-03 07:53:22+01",1,"","","en",1,"2025-04-02 17:47:31+01"
"91069940-7a53-43f1-9fd7-ce6d52d525fb","cus_rjiw1swjckjlte",100156,"user1022@taskflow-demo.io","First22","Last22","Company 22","Freelancer","referral","Referral","Organic","","US","America/New_York","github","customer","price_business_annual","business","2024-08-06 07:43:54+01","2024-08-20 23:17:25+01","2024-08-06 20:19:39+01","2024-08-21 13:43:44+01",1,"","","en",1,"2024-08-06 20:19:39+01"
"6a1c083f-92f7-4340-b503-7d8cec8cc750","cus_ohp6vz41nam148",100165,"user1023@taskflow-demo.io","First23","Last23","Company 23","Analyst","organic_search","Organic Search","Organic","","NG","Africa/Lagos","email","customer","price_pro_annual","pro","2024-03-19 02:32:16+01","2024-04-02 19:26:18+01","2024-03-19 06:08:25+01","2024-05-16 20:27:59+01",1,"","","en",1,"2024-03-19 06:08:25+01"
"159ac321-0ec2-4047-a620-6899ec87b231","cus_rny20479t6vxdp",100172,"user1024@taskflow-demo.io","First24","Last24","Company 24","Marketing Manager","organic_search","Organic Search","Organic","","US","America/New_York","email","customer","price_starter_monthly","starter","2025-01-11 19:50:20+01","2025-01-25 08:35:04+01","2025-01-11 23:33:44+01","2025-03-30 14:19:23+01",1,"","","en",1,"2025-01-11 23:33:44+01"
"da859367-c27c-4a3a-8d3f-d20771fe9d6f","cus_n13jcat9mx2x18",100177,"user1025@taskflow-demo.io","First25","Last25","Company 25","Designer","linkedin_ads","LinkedIn Ads","Paid",1,"NG","Africa/Lagos","email","customer","price_starter_monthly","starter","2024-05-13 04:28:10+01","2024-05-27 20:20:37+01","2024-05-13 07:51:22+01","2024-07-07 11:22:15+01",1,"","","en",1,"2024-05-13 07:51:22+01"
"275d38d5-e2ef-4f47-b3fd-5ee2508630f0","cus_hz1gv0e38daly8",100186,"user1026@taskflow-demo.io","First26","Last26","Company 26","Product Manager","google_ads","Google Ads","Paid",1,"NG","Africa/Lagos","email","customer","price_pro_monthly","pro","2024-11-14 09:20:48+01","2024-11-28 12:25:05+01","2024-11-14 04:44:54+01","2025-04-24 10:21:57+01",1,"","","en",1,"2024-11-14 04:44:54+01"
"f82ef9e7-3f07-451b-b1e1-8041d4780ea1","cus_4ve92mpnsm43d8",100195,"user1027@taskflow-demo.io","First27","Last27","Company 27","Founder","google_ads","Google Ads","Paid",1,"US","America/New_York","email","other","price_pro_monthly","pro","2024-04-12 00:57:51+01","2024-04-25 12:52:57+01","2024-04-11 12:21:51+01","2024-05-21 06:51:58+01","",1,"2024-09-08 06:05:12+01","en",1,"2024-04-11 12:21:51+01"
"3167426b-653b-4fdf-a550-0dd9dc010687","cus_j3trp0j43d5iqv",100200,"user1028@taskflow-demo.io","First28","Last28","Company 28","CTO","organic_search","Organic Search","Organic","","GB","Europe/London","email","customer","price_pro_monthly","pro","2024-08-23 14:40:28+01","2024-09-06 22:07:33+01","2024-08-23 20:08:11+01","2024-11-17 10:04:50+01",1,"","","en",1,"2024-08-23 20:08:11+01"
"e54c5ca5-afc8-4557-bc7b-6ce30fbb67ba","cus_m5zja8dzr1yxr2",100204,"user1029@taskflow-demo.io","First29","Last29","Company 29","CEO","referral","Referral","Organic","","NG","Africa/Lagos","email","customer","price_starter_monthly","starter","2024-09-10 22:13:29+01","2024-09-24 13:12:31+01","2024-09-10 08:20:31+01","2025-01-16 11:50:52+01",1,"","","en",1,"2024-09-10 08:20:31+01"
"0e8241f7-fd44-4e63-9ba8-69626582981d","cus_tp0lzjjeget1gh",100214,"user1030@taskflow-demo.io","First30","Last30","Company 30","Software Engineer","organic_search","Organic Search","Organic","","GH","Africa/Accra","github","customer","price_pro_annual","pro","2024-07-26 09:27:10+01","2024-08-09 22:19:55+01","2024-07-26 08:27:37+01","2024-09-03 00:22:25+01",1,"","","en",1,"2024-07-26 08:27:37+01"
"37920d49-f1a8-417d-9969-a3280ee99608","cus_kmkzebbk7w1dak",100221,"user1031@taskflow-demo.io","First31","Last31","Company 31","Designer","product_hunt","Product Hunt","Organic","","GB","Europe/London","google","other","price_starter_monthly","starter","2024-10-28 04:03:41+01","2024-11-11 13:46:59+01","2024-10-28 23:22:13+01","2024-12-14 11:30:52+01","",1,"2025-02-25 15:17:23+01","en",1,"2024-10-28 23:22:13+01"
"eb0e58b8-3c15-4c57-90e2-69d220c6172d","cus_ocwbfuk9e1v2is",100228,"user1032@taskflow-demo.io","First32","Last32","Company 32","Analyst","product_hunt","Product Hunt","Organic","","NG","Africa/Lagos","github","other","price_business_monthly","business","2024-04-04 04:14:46+01","2024-04-18 23:17:31+01","2024-04-04 14:14:09+01","2024-05-20 03:21:55+01","",1,"2024-06-03 13:25:25+01","en",1,"2024-04-04 14:14:09+01"
"59df24b5-2ef1-4873-ac81-91d4b02fcf33","cus_v08hhxfgcaqvki",100237,"user1033@taskflow-demo.io","First33","Last33","Company 33","CEO","referral","Referral","Organic","","BR","America/Sao_Paulo","email","customer","price_starter_annual","starter","2024-06-01 22:30:27+01","2024-06-15 11:01:11+01","2024-06-01 16:08:19+01","2024-08-13 04:53:03+01",1,"","","en",1,"2024-06-01 16:08:19+01"
"ecb4f599-6c2c-4226-ab71-3d57208331f1","cus_wx7ptx63cfl0uk",100239,"user1034@taskflow-demo.io","First34","Last34","Company 34","Founder","linkedin_ads","LinkedIn Ads","Paid",1,"US","America/New_York","email","customer","price_business_monthly","business","2025-03-16 04:19:51+01","2025-03-31 00:21:28+01","2025-03-16 23:32:54+01","2025-06-28 14:18:00+01",1,"","","en",1,"2025-03-16 23:32:54+01"
"2b1d5a70-51a7-4c83-8dea-4b513031a91e","cus_cbpljd84u89yjb",100247,"user1035@taskflow-demo.io","First35","Last35","Company 35","Freelancer","organic_search","Organic Search","Organic","","IN","Asia/Kolkata","google","customer","price_pro_monthly","pro","2024-06-04 08:42:09+01","2024-06-18 12:31:01+01","2024-06-04 12:27:07+01","2025-06-21 03:21:24+01",1,"","","en",1,"2024-06-04 12:27:07+01"
"a76226a6-f8f2-4c53-9d95-29ae08804603","cus_38qoldforxo1bd",100255,"user1036@taskflow-demo.io","First36","Last36","Company 36","Marketing Manager","linkedin_ads","LinkedIn Ads","Paid",1,"NG","Africa/Lagos","email","customer","price_business_monthly","business","2024-11-29 13:37:26+01","2024-12-13 09:19:12+01","2024-11-29 01:43:33+01","2025-01-23 17:21:48+01",1,"","","en",1,"2024-11-29 01:43:33+01"
"3fb4b418-a6b8-4405-a4f0-8162daa0fbd5","cus_togn1w1ht7pze9",100264,"user1037@taskflow-demo.io","First37","Last37","Company 37","Analyst","linkedin_ads","LinkedIn Ads","Paid",1,"GB","Europe/London","email","customer","price_business_annual","business","2025-01-30 10:04:51+01","2025-02-13 10:00:29+01","2025-01-30 07:56:16+01","2025-06-11 12:08:06+01",1,"","","en",1,"2025-01-30 07:56:16+01"
"3e2188ad-0a1f-4b29-8200-750a158a226e","cus_qe3rzsj49itn7s",100268,"user1038@taskflow-demo.io","First38","Last38","Company 38","CTO","google_ads","Google Ads","Paid",1,"US","America/New_York","email","other","price_pro_annual","pro","2024-12-29 03:18:14+01","2025-01-12 02:30:59+01","2024-12-29 23:27:52+01","2025-02-20 20:13:56+01","",1,"2025-02-27 14:37:58+01","en",1,"2024-12-29 23:27:52+01"
"9d1dfc62-9f83-444c-8fff-a3dfbc4b9589","cus_ja04ux5qrl1n75",100279,"user1039@taskflow-demo.io","First39","Last39","Company 39","Founder","referral","Referral","Organic","","ZA","Africa/Johannesburg","email","customer","price_starter_monthly","starter","2024-05-21 03:19:36+01","2024-06-04 21:29:34+01","2024-05-21 13:47:18+01","2025-02-03 09:30:13+01",1,"","","en",1,"2024-05-21 13:47:18+01"
"4f60b48f-01b0-4fcb-aa32-9f002b2a8706","cus_z3nx39rbsv55ps",100284,"user1040@taskflow-demo.io","First40","Last40","Company 40","Designer","google_ads","Google Ads","Paid",1,"CA","America/Toronto","email","customer","price_starter_annual","starter","2024-07-15 10:50:15+01","2024-07-29 19:32:23+01","2024-07-15 21:54:24+01","2024-12-15 16:36:42+01",1,"","","en",1,"2024-07-15 21:54:24+01"
"26781901-6364-4a0f-b687-f5e8f2d9aee6","cus_8myx444nlz15bc",100293,"user1041@taskflow-demo.io","First41","Last41","Company 41","CEO","linkedin_ads","LinkedIn Ads","Paid",1,"US","America/New_York","email","customer","price_starter_annual","starter","2024-03-14 23:21:55+01","2024-03-28 02:07:47+01","2024-03-14 19:24:33+01","2024-09-30 13:09:50+01",1,"","","en",1,"2024-03-14 19:24:33+01"
"d5fdf0f1-d51a-4c94-bd09-9808fecfaa4a","cus_py6b2knftu2gc5",100299,"user1042@taskflow-demo.io","First42","Last42","Company 42","Marketing Manager","product_hunt","Product Hunt","Organic","","CA","America/Toronto","email","other","price_pro_monthly","pro","2024-05-27 04:33:06+01","2024-06-10 08:13:06+01","2024-05-27 23:36:36+01","2024-07-24 07:03:36+01","",1,"2024-07-26 05:38:56+01","en",1,"2024-05-27 23:36:36+01"
"18578563-0955-478c-bce4-1a726d6fa0f6","cus_y6qktc89k8yqk9",100305,"user1043@taskflow-demo.io","First43","Last43","Company 43","Software Engineer","product_hunt","Product Hunt","Organic","","NG","Africa/Lagos","google","other","price_pro_monthly","pro","2024-09-11 17:47:44+01","2024-09-25 18:12:30+01","2024-09-11 19:13:52+01","2024-11-25 15:32:33+01","",1,"2025-02-08 22:15:10+01","en",1,"2024-09-11 19:13:52+01"
"a31cfb2f-8ccf-4ef8-a25a-33b3e2754be3","cus_9xjuy0bvr6k2vm",100314,"user1044@taskflow-demo.io","First44","Last44","Company 44","Designer","organic_search","Organic Search","Organic","","US","America/New_York","email","customer","price_business_monthly","business","2024-07-14 02:58:58+01","2024-07-28 12:08:29+01","2024-07-14 13:41:04+01","2025-01-09 12:16:24+01",1,"","","en",1,"2024-07-14 13:41:04+01"
"ec54bcd4-f3d2-4f20-bdd6-5cddbd1710ae","cus_w6xlpu0dk0get8",100320,"user1045@taskflow-demo.io","First45","Last45","Company 45","Freelancer","organic_search","Organic Search","Organic","","US","America/New_York","google","customer","price_pro_monthly","pro","2024-05-08 13:04:58+01","2024-05-22 21:30:24+01","2024-05-08 23:03:57+01","2024-06-30 11:25:46+01",1,"","","en",1,"2024-05-08 23:03:57+01"
"e0ab5aa6-b62f-40b8-a999-2809f58cc285","cus_30me8f840982n2",100323,"user1046@taskflow-demo.io","First46","Last46","Company 46","Software Engineer","referral","Referral","Organic","","NG","Africa/Lagos","google","customer","price_business_monthly","business","2024-05-19 22:30:20+01","2024-06-02 08:49:51+01","2024-05-19 13:47:31+01","2024-12-06 04:34:07+01",1,"","","en",1,"2024-05-19 13:47:31+01"
"30cf2bd1-54f1-4783-a497-55054e73fe1c","cus_37dia5u6hc36ko",100331,"user1047@taskflow-demo.io","First47","Last47","Company 47","CEO","linkedin_ads","LinkedIn Ads","Paid",1,"US","America/New_York","google","customer","price_pro_monthly","pro","2024-03-04 15:24:08+01","2024-03-18 21:36:35+01","2024-03-04 22:37:27+01","2024-08-08 23:01:10+01",1,"","","en",1,"2024-03-04 22:37:27+01"
"4b01b2d4-76d4-4aa4-9dec-b278fe32a515","cus_eqy08p0fodro8b",100339,"user1048@taskflow-demo.io","First48","Last48","Company 48","Software Engineer","google_ads","Google Ads","Paid",1,"GB","Europe/London","email","customer","price_starter_annual","starter","2024-01-20 03:21:11+01","2024-02-03 22:46:58+01","2024-01-20 05:44:44+01","2025-01-10 15:10:15+01",1,"","","en",1,"2024-01-20 05:44:44+01"
"e7d463d6-4c20-4b3f-92ac-a8564f7f9997","cus_t9moge4qxxva2i",100345,"user1049@taskflow-demo.io","First49","Last49","Company 49","Freelancer","product_hunt","Product Hunt","Organic","","ZA","Africa/Johannesburg","email","customer","price_starter_monthly","starter","2024-08-15 02:38:34+01","2024-08-29 11:01:14+01","2024-08-15 08:42:59+01","2025-03-02 20:50:19+01",1,"","","en",1,"2024-08-15 08:42:59+01"
"6034b4d4-1ca5-4474-aa2d-abc29508e107","cus_lf6a4fejgxaa2i",100353,"user1050@taskflow-demo.io","First50","Last50","Company 50","Founder","google_ads","Google Ads","Paid",1,"CA","America/Toronto","email","other","price_starter_monthly","starter","2024-04-15 09:12:21+01","2024-04-29 02:08:13+01","2024-04-15 11:38:31+01","2024-05-01 01:29:14+01","",1,"2024-08-13 02:21:26+01","en",1,"2024-04-15 11:38:31+01"
"c1690484-e760-4987-9113-26b2a3beb41a","cus_r2sds8b25sq8cr",100361,"user1051@taskflow-demo.io","First51","Last51","Company 51","Analyst","google_ads","Google Ads","Paid",1,"CA","America/Toronto","github","customer","price_pro_monthly","pro","2024-05-15 09:46:02+01","2024-05-29 04:02:31+01","2024-05-15 23:39:04+01","2024-06-28 12:11:30+01",1,"","","en",1,"2024-05-15 23:39:04+01"
"a77c14b3-e387-4a54-9b56-8bb39f8c5adc","cus_fewvznvksp2ex5",100369,"user1052@taskflow-demo.io","First52","Last52","Company 52","Freelancer","linkedin_ads","LinkedIn Ads","Paid",1,"ZA","Africa/Johannesburg","github","other","price_starter_monthly","starter","2024-02-25 18:08:07+01","2024-03-10 15:07:57+01","2024-02-25 09:05:00+01","2024-08-22 20:46:42+01","",1,"2024-12-21 14:44:27+01","en",1,"2024-02-25 09:05:00+01"
"007e807a-b3ee-4248-883b-a886ebfa96ff","cus_o0llj8yrddp0ne",100372,"user1053@taskflow-demo.io","First53","Last53","Company 53","CEO","linkedin_ads","LinkedIn Ads","Paid",1,"ZA","Africa/Johannesburg","google","customer","price_pro_monthly","pro","2024-04-20 15:11:18+01","2024-05-04 02:20:22+01","2024-04-20 06:06:13+01","2025-04-05 11:06:20+01",1,"","","en",1,"2024-04-20 06:06:13+01"
"e0854a27-2cbd-453f-bc49-493d550003d8","cus_7p6bkldsfr4mue",100381,"user1054@taskflow-demo.io","First54","Last54","Company 54","Operations Lead","organic_search","Organic Search","Organic","","US","America/New_York","email","customer","price_pro_monthly","pro","2024-10-14 21:15:33+01","2024-10-28 09:20:44+01","2024-10-14 13:25:09+01","2025-03-11 23:33:13+01",1,"","","en",1,"2024-10-14 13:25:09+01"
"7f7f2bc1-ff30-4bea-abf9-54adf4173249","cus_yuvxybj17mgfxc",100391,"user1055@taskflow-demo.io","First55","Last55","Company 55","Product Manager","linkedin_ads","LinkedIn Ads","Paid",1,"US","America/New_York","email","customer","price_pro_monthly","pro","2025-02-17 15:07:01+01","2025-03-03 16:53:02+01","2025-02-17 21:04:57+01","2025-04-21 02:24:46+01",1,"","","en",1,"2025-02-17 21:04:57+01"
"7a840a0b-6c75-400b-82a3-c539fb517d9b","cus_fll7v5f1bcppvo",100394,"user1056@taskflow-demo.io","First56","Last56","Company 56","Founder","google_ads","Google Ads","Paid",1,"GB","Europe/London","email","customer","price_starter_monthly","starter","2024-01-16 20:48:57+01","2024-01-30 11:59:53+01","2024-01-16 08:53:16+01","2024-04-26 03:21:04+01",1,"","","en",1,"2024-01-16 08:53:16+01"
"8fa60340-4f6a-4b5d-b380-f59019a97945","cus_slh9bh811kerpe",100404,"user1057@taskflow-demo.io","First57","Last57","Company 57","CTO","google_ads","Google Ads","Paid",1,"NG","Africa/Lagos","github","customer","price_pro_monthly","pro","2024-02-28 17:16:10+01","2024-03-13 13:29:47+01","2024-02-28 07:38:11+01","2024-05-14 06:37:27+01",1,"","","en",1,"2024-02-28 07:38:11+01"
"3c2a6b98-3637-4952-ac7c-6cf4b01d7ec6","cus_0pqclpoxko8g8q",100412,"user1058@taskflow-demo.io","First58","Last58","Company 58","Founder","organic_search","Organic Search","Organic","","US","America/New_York","github","customer","price_starter_monthly","starter","2024-09-13 11:53:16+01","2024-09-27 06:28:29+01","2024-09-13 16:14:26+01","2024-11-30 16:49:16+01",1,"","","en",1,"2024-09-13 16:14:26+01"
"062dfc6d-5043-4d98-93e9-9e2be6b3fb61","cus_c50h2cwtg1m8xf",100414,"user1059@taskflow-demo.io","First59","Last59","Company 59","CEO","linkedin_ads","LinkedIn Ads","Paid",1,"NG","Africa/Lagos","github","customer","price_pro_annual","pro","2024-02-15 06:09:55+01","2024-02-29 20:41:03+01","2024-02-15 12:18:54+01","2025-02-15 13:05:56+01",1,"","","en",1,"2024-02-15 12:18:54+01"
"596a7fa8-ab55-45a9-a5f7-0ebad3def23e","cus_quuy5x9l8lpqw2",100425,"user1060@taskflow-demo.io","First60","Last60","Company 60","CEO","google_ads","Google Ads","Paid",1,"NG","Africa/Lagos","email","other","price_pro_monthly","pro","2024-04-11 17:04:15+01","2024-04-25 07:20:36+01","2024-04-11 20:17:01+01","2024-05-28 13:10:40+01","",1,"2024-12-07 17:28:07+01","en",1,"2024-04-11 20:17:01+01"
"cc82fffe-7092-447d-ba2a-71ce3c2c1c40","cus_kx9dvnu80b6ugv",100432,"user1061@taskflow-demo.io","First61","Last61","Company 61","CEO","google_ads","Google Ads","Paid",1,"GB","Europe/London","github","customer","price_starter_monthly","starter","2024-09-16 01:06:38+01","2024-09-30 07:51:20+01","2024-09-16 15:49:20+01","2024-12-31 09:48:56+01",1,"","","en",1,"2024-09-16 15:49:20+01"
"45eb943f-5f00-4c0e-a879-983f20abcb94","cus_dxbz9svn7n1ybw",100437,"user1062@taskflow-demo.io","First62","Last62","Company 62","Operations Lead","linkedin_ads","LinkedIn Ads","Paid",1,"DE","Europe/Berlin","email","customer","price_business_monthly","business","2024-02-01 18:46:07+01","2024-02-15 17:51:03+01","2024-02-01 14:06:56+01","2024-05-15 03:48:25+01",1,"","","en",1,"2024-02-01 14:06:56+01"
