id,email,created,currency,delinquent,description,name,metadata.plan_at_signup,metadata.acquisition_channel,metadata.country
cus_p501nouhtcs1k9,user1082@taskflow-demo.io,2025-03-07T01:05:07Z,usd,false,,User 1082,pro,organic_search,GB
cus_71hssbelrqvslw,user1083@taskflow-demo.io,2024-03-06T16:19:23Z,usd,false,,User 1083,pro,product_hunt,KE
cus_tzk3ny9v20yar8,user1084@taskflow-demo.io,2024-11-11T17:10:27Z,usd,false,,User 1084,starter,organic_search,GH
cus_1n3iuzgppohswq,user1085@taskflow-demo.io,2025-01-04T21:00:15Z,usd,false,,User 1085,pro,google_ads,GB
cus_slg6mm1zxyvgiu,user1086@taskflow-demo.io,2024-12-27T09:02:33Z,usd,false,,User 1086,starter,google_ads,NG
cus_ru7zkut6om1fb8,user1087@taskflow-demo.io,2024-06-01T09:42:34Z,usd,false,,User 1087,pro,referral,US
cus_jujd0ib6iidlry,user1088@taskflow-demo.io,2024-08-14T14:08:36Z,usd,false,,User 1088,starter,organic_search,CA
cus_rx1kkc1xi04b7p,user1089@taskflow-demo.io,2024-10-08T15:44:20Z,usd,false,,User 1089,pro,product_hunt,NG
cus_875aud9k9tr74q,user1090@taskflow-demo.io,2024-01-19T16:58:22Z,usd,false,,User 1090,pro,product_hunt,KE
cus_2u1g463sdygfli,user1091@taskflow-demo.io,2024-06-18T19:34:32Z,usd,false,,User 1091,starter,google_ads,GB
cus_axycelos6zle6k,user1092@taskflow-demo.io,2024-08-16T06:44:06Z,usd,false,,User 1092,starter,referral,IN
cus_z61231yv2stn7e,user1093@taskflow-demo.io,2024-03-09T21:52:02Z,usd,false,,User 1093,business,linkedin_ads,GB
cus_ehuds3qsqcq30o,user1094@taskflow-demo.io,2024-04-13T07:02:12Z,usd,false,,User 1094,starter,organic_search,NG
cus_c69qkgex08n6q7,user1095@taskflow-demo.io,2024-10-23T04:19:54Z,usd,false,,User 1095,pro,google_ads,GB
cus_e9oe9419qzpniq,user1096@taskflow-demo.io,2024-12-15T06:08:38Z,usd,false,,User 1096,starter,product_hunt,ZA
cus_w76icvqy5ibpt1,user1097@taskflow-demo.io,2025-04-24T17:13:37Z,usd,false,,User 1097,starter,referral,CA
cus_13i59sojuv0gyu,user1098@taskflow-demo.io,2024-05-28T11:17:08Z,usd,false,,User 1098,pro,google_ads,ZA
cus_okgtii4fqcootn,user1099@taskflow-demo.io,2025-04-27T23:39:27Z,usd,false,,User 1099,pro,organic_search,KE
cus_3bnvbc2vyhh6k6,user1100@taskflow-demo.io,2024-11-27T02:35:16Z,usd,false,,User 1100,starter,google_ads,GB
cus_zoilkqxlm5q201,user1101@taskflow-demo.io,2025-01-14T08:24:41Z,usd,false,,User 1101,pro,google_ads,BR
cus_atvzkhiuit7m1r,user1102@taskflow-demo.io,2024-07-08T05:25:29Z,usd,false,,User 1102,business,google_ads,NG
cus_r7txcb48y1o4iz,user1103@taskflow-demo.io,2024-09-08T02:16:43Z,usd,false,,User 1103,starter,linkedin_ads,US
cus_rratatj9a3y36d,user1104@taskflow-demo.io,2024-08-21T13:44:09Z,usd,false,,User 1104,pro,linkedin_ads,US
cus_c8qizk3c9xbonr,user1105@taskflow-demo.io,2024-05-03T17:13:04Z,usd,false,,User 1105,business,google_ads,GB
cus_9967i6yuj7yktx,user1106@taskflow-demo.io,2024-03-28T20:46:17Z,usd,false,,User 1106,pro,google_ads,DE
cus_37kuu4ytn02yc0,user1107@taskflow-demo.io,2024-06-10T20:44:41Z,usd,false,,User 1107,starter,google_ads,NG
cus_v8lw2qitngvn1k,user1108@taskflow-demo.io,2024-08-11T06:45:23Z,usd,false,,User 1108,pro,google_ads,NG
cus_ldalmjegqtoamd,user1109@taskflow-demo.io,2024-02-12T18:42:41Z,usd,false,,User 1109,pro,google_ads,KE
cus_69ugnekrcpprcj,user1110@taskflow-demo.io,2025-03-18T16:38:10Z,usd,false,,User 1110,starter,linkedin_ads,GH
cus_8lw2lm349el8hl,user1111@taskflow-demo.io,2024-09-10T13:52:09Z,usd,false,,User 1111,starter,organic_search,NG
cus_lk2n7h9g1a07h2,user1112@taskflow-demo.io,2024-05-29T10:50:27Z,usd,false,,User 1112,business,organic_search,US
cus_ixz2c9ros7yt2m,user1113@taskflow-demo.io,2025-03-10T12:01:38Z,usd,false,,User 1113,pro,referral,KE
cus_xb9yo18pajssuu,user1114@taskflow-demo.io,2025-04-13T07:04:17Z,usd,false,,User 1114,pro,google_ads,CA
cus_ado8e7flqhrrpz,user1115@taskflow-demo.io,2024-08-25T03:34:07Z,usd,false,,User 1115,pro,referral,US
cus_yf9igfu8iogxpb,user1116@taskflow-demo.io,2024-01-23T21:35:26Z,usd,false,,User 1116,business,referral,NG
cus_u2tnheyr8lnoem,user1117@taskflow-demo.io,2024-08-18T02:21:40Z,usd,false,,User 1117,pro,organic_search,KE
cus_ylienfnvuprt77,user1118@taskflow-demo.io,2025-02-20T02:23:58Z,usd,false,,User 1118,business,organic_search,DE
cus_58rhnuxorzpgu2,user1119@taskflow-demo.io,2024-09-07T10:49:17Z,usd,false,,User 1119,business,google_ads,NG
cus_1rsujt9t11php0,user1120@taskflow-demo.io,2024-05-20T04:55:51Z,usd,false,,User 1120,pro,google_ads,GH
cus_d5e3h0y4vpw232,user1121@taskflow-demo.io,2024-06-01T07:17:00Z,usd,false,,User 1121,starter,referral,NG
cus_u8s63e1ocjxzef,user1122@taskflow-demo.io,2024-05-23T03:24:14Z,usd,false,,User 1122,business,organic_search,NG
cus_wnc21o0z5qru54,user1123@taskflow-demo.io,2025-01-24T12:06:50Z,usd,false,,User 1123,starter,referral,KE
cus_o83rlkte4261bw,user1124@taskflow-demo.io,2024-08-22T03:11:33Z,usd,false,,User 1124,business,organic_search,US
cus_hyexf7jxjn6fok,user1125@taskflow-demo.io,2025-04-20T23:56:19Z,usd,false,,User 1125,starter,referral,GB
cus_eiyaz39pecn0dl,user1126@taskflow-demo.io,2024-08-07T18:52:51Z,usd,false,,User 1126,starter,organic_search,US
cus_cuvfmh07wph6fe,user1127@taskflow-demo.io,2025-01-31T15:06:33Z,usd,false,,User 1127,pro,referral,ZA
cus_vzk7a45hvgox22,user1128@taskflow-demo.io,2024-08-07T11:44:36Z,usd,false,,User 1128,starter,google_ads,NG
cus_amln4ptgq9cvah,user1129@taskflow-demo.io,2024-02-27T09:35:17Z,usd,false,,User 1129,starter,google_ads,US
cus_zctwjlsh3tow4y,user1130@taskflow-demo.io,2024-07-22T19:06:57Z,usd,false,,User 1130,pro,organic_search,US
cus_ewbxxgaearms3j,user1131@taskflow-demo.io,2024-08-11T01:10:20Z,usd,false,,User 1131,starter,organic_search,DE
cus_mpsj9wrsb4gf16,user1132@taskflow-demo.io,2025-02-03T12:11:22Z,usd,false,,User 1132,starter,referral,US
cus_qnf74t60plozjc,user1133@taskflow-demo.io,2024-04-26T23:43:50Z,usd,false,,User 1133,business,organic_search,NG
cus_8cqk4ltahukwqv,user1134@taskflow-demo.io,2024-12-10T17:35:38Z,usd,false,,User 1134,business,product_hunt,NG
cus_7atwyam1n0lh9p,user1135@taskflow-demo.io,2025-02-01T12:30:37Z,usd,false,,User 1135,pro,google_ads,ZA
cus_szn9dde3cup8ij,user1136@taskflow-demo.io,2024-03-13T04:16:00Z,usd,false,,User 1136,business,organic_search,NG
cus_7e1ddqlem1qq4d,user1137@taskflow-demo.io,2024-07-20T21:32:45Z,usd,false,,User 1137,starter,organic_search,US
cus_dimsyj9boq0iq2,user1138@taskflow-demo.io,2024-12-26T04:42:08Z,usd,false,,User 1138,business,organic_search,NG
cus_nwxuj3ac6pe63l,user1139@taskflow-demo.io,2024-02-01T04:24:36Z,usd,false,,User 1139,starter,referral,BR
cus_byghgk5bwikotc,user1140@taskflow-demo.io,2024-01-26T23:17:03Z,usd,false,,User 1140,business,google_ads,US
cus_2292mtr6snglh6,user1141@taskflow-demo.io,2024-08-02T23:40:23Z,usd,false,,User 1141,pro,google_ads,ZA
cus_dxj37c9h42m44g,user1142@taskflow-demo.io,2024-08-29T22:49:15Z,usd,false,,User 1142,business,organic_search,CA
cus_8uug95rlrdihsa,user1143@taskflow-demo.io,2025-01-12T21:38:26Z,usd,false,,User 1143,starter,organic_search,ZA
cus_cfzfdsnczxvml9,user1144@taskflow-demo.io,2024-03-07T22:29:11Z,usd,false,,User 1144,business,google_ads,NG
cus_u6wmx3n0kgazu4,user1145@taskflow-demo.io,2025-02-09T14:22:51Z,usd,false,,User 1145,starter,organic_search,GB
cus_drlcmlw83y0mah,user1146@taskflow-demo.io,2024-11-04T14:32:18Z,usd,false,,User 1146,pro,google_ads,DE
cus_pfo5mn32u1iq2b,user1147@taskflow-demo.io,2024-05-11T08:27:33Z,usd,false,,User 1147,starter,referral,US
cus_t6dvwrb7f6fdhg,user1148@taskflow-demo.io,2024-02-23T22:56:59Z,usd,false,,User 1148,starter,google_ads,NG
cus_otrbad3wrdhw9r,user1149@taskflow-demo.io,2025-04-18T07:19:40Z,usd,false,,User 1149,starter,organic_search,NG
cus_nnngbpj4ufzdy3,user1150@taskflow-demo.io,2024-07-22T02:19:26Z,usd,false,,User 1150,starter,linkedin_ads,ZA
cus_8y7uiko4busu9f,user1151@taskflow-demo.io,2024-10-28T10:54:05Z,usd,false,,User 1151,starter,google_ads,NG
cus_9p9w4j66cnoljq,user1152@taskflow-demo.io,2024-03-26T20:05:04Z,usd,false,,User 1152,starter,product_hunt,DE
cus_v177udktmonrvb,user1153@taskflow-demo.io,2024-11-15T23:15:05Z,usd,false,,User 1153,starter,organic_search,CA
cus_li076a3kkrzd5e,user1154@taskflow-demo.io,2024-11-12T05:36:03Z,usd,false,,User 1154,starter,organic_search,US
cus_h30153sflse45b,user1155@taskflow-demo.io,2025-02-26T02:47:18Z,usd,false,,User 1155,pro,google_ads,US
cus_zj3swebnvg5vmf,user1156@taskflow-demo.io,2024-04-12T17:59:31Z,usd,false,,User 1156,pro,referral,NG
cus_2hhihxs58yreg2,user1157@taskflow-demo.io,2024-12-18T00:27:43Z,usd,false,,User 1157,starter,google_ads,NG
cus_4qhkswva984uvk,user1158@taskflow-demo.io,2025-02-16T16:59:46Z,usd,false,,User 1158,pro,product_hunt,US
cus_gsic43olfark6o,user1159@taskflow-demo.io,2024-02-02T04:30:31Z,usd,false,,User 1159,starter,google_ads,NG
cus_ywr7mkgxukq00u,user1160@taskflow-demo.io,2024-12-28T16:43:43Z,usd,false,,User 1160,starter,product_hunt,DE
cus_l2ljk4q5v7c6s5,user1161@taskflow-demo.io,2025-04-05T17:44:07Z,usd,false,,User 1161,starter,google_ads,NG
cus_969f5gcl9lcqh1,user1162@taskflow-demo.io,2024-07-30T12:00:39Z,usd,false,,User 1162,starter,google_ads,ZA
cus_pprat0861taa0i,user1163@taskflow-demo.io,2024-09-07T06:58:53Z,usd,false,,User 1163,starter,referral,CA
cus_kk0vm59m6mg87o,user1164@taskflow-demo.io,2024-02-22T23:00:45Z,usd,false,,User 1164,starter,linkedin_ads,US
cus_nx1wvbd4bepejz,user1165@taskflow-demo.io,2024-03-08T13:44:34Z,usd,false,,User 1165,pro,google_ads,NG
cus_wzp6swk2rv239m,user1166@taskflow-demo.io,2024-11-18T23:22:15Z,usd,false,,User 1166,starter,google_ads,GB
cus_iaddur82c06xq9,user1167@taskflow-demo.io,2024-01-21T23:42:58Z,usd,false,,User 1167,pro,organic_search,ZA
cus_ype46aexl68j0n,user1168@taskflow-demo.io,2024-02-21T16:43:38Z,usd,false,,User 1168,business,referral,ZA
cus_rp5ge094d6rupw,user1169@taskflow-demo.io,2024-07-24T01:38:28Z,usd,false,,User 1169,business,linkedin_ads,GB
cus_eobjlzy1uu9yms,user1170@taskflow-demo.io,2025-03-17T05:43:59Z,usd,false,,User 1170,business,organic_search,DE
cus_n4u9bxf445cri8,user1171@taskflow-demo.io,2024-08-09T16:57:14Z,usd,false,,User 1171,starter,organic_search,NG
cus_2q4qerxdouadvw,user1172@taskflow-demo.io,2024-10-08T05:04:23Z,usd,false,,User 1172,starter,organic_search,KE
cus_biquwrxze1hm38,user1173@taskflow-demo.io,2024-10-14T04:32:22Z,usd,false,,User 1173,business,google_ads,US
cus_dvg7oq2zdo74v1,user1174@taskflow-demo.io,2024-07-10T01:27:31Z,usd,false,,User 1174,starter,organic_search,NG
cus_b74rs7gu0env5s,user1175@taskflow-demo.io,2024-10-28T12:10:23Z,usd,false,,User 1175,pro,product_hunt,NG
cus_8qeoz0kz4z7whw,user1176@taskflow-demo.io,2024-11-07T03:21:58Z,usd,false,,User 1176,starter,product_hunt,CA
cus_sylemruyp04k43,user1177@taskflow-demo.io,2025-04-16T21:15:53Z,usd,false,,User 1177,pro,organic_search,BR
cus_fkj4yk1b3d5050,user1178@taskflow-demo.io,2024-07-14T17:54:49Z,usd,false,,User 1178,starter,google_ads,US
cus_7n89ltajw2536z,user1179@taskflow-demo.io,2024-09-18T03:18:19Z,usd,false,,User 1179,starter,referral,CA
cus_kgyggsnpuevjlz,user1180@taskflow-demo.io,2024-10-28T15:18:16Z,usd,false,,User 1180,pro,organic_search,US
cus_xrum2lhgcsotdh,user1181@taskflow-demo.io,2025-04-20T06:00:47Z,usd,false,,User 1181,business,google_ads,NG
cus_939ayq6ww8yl68,user1182@taskflow-demo.io,2024-06-18T20:36:25Z,usd,false,,User 1182,pro,linkedin_ads,NG
cus_2qb6gs8g8tacy1,user1183@taskflow-demo.io,2025-01-05T06:59:19Z,usd,false,,User 1183,business,google_ads,ZA
cus_p3cyazbcgjc36o,user1184@taskflow-demo.io,2024-02-23T20:32:52Z,usd,false,,User 1184,business,google_ads,DE
cus_c0b4mskyvk7n3b,user1185@taskflow-demo.io,2024-08-09T01:59:29Z,usd,false,,User 1185,starter,google_ads,KE
cus_wk585x8a5fbuot,user1186@taskflow-demo.io,2024-03-10T19:54:31Z,usd,false,,User 1186,business,organic_search,CA
cus_4fgwjeyub19txc,user1187@taskflow-demo.io,2025-01-18T01:22:00Z,usd,false,,User 1187,starter,organic_search,US
cus_yikcgrlxyfu38g,user1188@taskflow-demo.io,2024-02-20T19:29:21Z,usd,false,,User 1188,business,google_ads,US
cus_ylrq1rdxck36h0,user1189@taskflow-demo.io,2024-04-23T09:22:06Z,usd,false,,User 1189,starter,organic_search,US
cus_u1hbj6txfo6v4e,user1190@taskflow-demo.io,2024-02-08T00:22:56Z,usd,false,,User 1190,pro,referral,DE
cus_9y1ffuu5f07b1i,user1191@taskflow-demo.io,2024-07-22T23:11:25Z,usd,false,,User 1191,starter,linkedin_ads,NG
cus_75bxd8wj0uunnv,user1192@taskflow-demo.io,2024-01-22T11:00:06Z,usd,false,,User 1192,pro,organic_search,GB
cus_m25a5piskffv3x,user1193@taskflow-demo.io,2024-07-11T13:31:12Z,usd,false,,User 1193,pro,product_hunt,NG
cus_xoieves6ff7so8,user1194@taskflow-demo.io,2025-01-03T02:33:32Z,usd,false,,User 1194,pro,google_ads,US
cus_95g3v23gxj0mqv,user1195@taskflow-demo.io,2025-01-03T04:26:07Z,usd,false,,User 1195,business,organic_search,DE
cus_pfdrwb2serev36,user1196@taskflow-demo.io,2024-03-08T15:00:09Z,usd,false,,User 1196,business,google_ads,NG
cus_7r1m264upj16dv,user1197@taskflow-demo.io,2024-09-24T21:16:14Z,usd,false,,User 1197,pro,linkedin_ads,ZA
cus_snh2odpvjtuw9o,user1198@taskflow-demo.io,2024-04-06T15:25:23Z,usd,false,,User 1198,starter,google_ads,CA
cus_9u1oe5ei28ds22,user1199@taskflow-demo.io,2025-02-05T09:23:27Z,usd,false,,User 1199,pro,organic_search,NG
cus_3qvdjnv07oxk8c,user1200@taskflow-demo.io,2024-12-27T05:34:51Z,usd,false,,User 1200,pro,google_ads,KE
cus_h2szwymx9djoyo,user1201@taskflow-demo.io,2024-08-12T08:06:28Z,usd,false,,User 1201,business,google_ads,ZA
cus_uum3i8qoagsusm,user1202@taskflow-demo.io,2025-01-12T21:53:28Z,usd,false,,User 1202,pro,organic_search,ZA
cus_8u118qqvaecw9y,user1203@taskflow-demo.io,2024-05-11T05:08:22Z,usd,false,,User 1203,pro,referral,DE
cus_idy3c7rm6j8y6r,user1204@taskflow-demo.io,2024-07-30T23:27:00Z,usd,false,,User 1204,starter,product_hunt,GB
cus_m2ec8ra484nl65,user1205@taskflow-demo.io,2024-05-03T11:56:55Z,usd,false,,User 1205,starter,referral,NG
cus_1esp7bm41qesla,user1206@taskflow-demo.io,2024-09-08T22:12:07Z,usd,false,,User 1206,pro,google_ads,CA
cus_iqwnrhzn4kgeui,user1207@taskflow-demo.io,2024-10-24T06:18:02Z,usd,false,,User 1207,business,google_ads,KE
cus_rape6wtlrj4bdf,user1208@taskflow-demo.io,2025-02-15T04:25:26Z,usd,false,,User 1208,starter,google_ads,GB
