id,email,email_verified,created_at,updated_at,last_sign_in_at,raw_app_meta_data.provider,stripe_customer_id,is_deleted,timezone,locale
a77c14b3-e387-4a54-9b56-8bb39f8c5adc,user1052@taskflow-demo.io,true,2024-02-25T08:05:00Z,2024-08-22T16:21:06Z,2024-08-22T19:46:42Z,github,cus_fewvznvksp2ex5,false,Africa/Johannesburg,en
007e807a-b3ee-4248-883b-a886ebfa96ff,user1053@taskflow-demo.io,true,2024-04-20T05:06:13Z,2025-04-05T17:36:09Z,2025-04-05T10:06:20Z,google,cus_o0llj8yrddp0ne,false,Africa/Johannesburg,en
e0854a27-2cbd-453f-bc49-493d550003d8,user1054@taskflow-demo.io,true,2024-10-14T12:25:09Z,2025-03-11T11:54:34Z,2025-03-11T22:33:13Z,email,cus_7p6bkldsfr4mue,false,America/New_York,en
7f7f2bc1-ff30-4bea-abf9-54adf4173249,user1055@taskflow-demo.io,true,2025-02-17T20:04:57Z,2025-04-21T10:40:34Z,2025-04-21T01:24:46Z,email,cus_yuvxybj17mgfxc,false,America/New_York,en
7a840a0b-6c75-400b-82a3-c539fb517d9b,user1056@taskflow-demo.io,true,2024-01-16T07:53:16Z,2024-04-26T01:49:00Z,2024-04-26T02:21:04Z,email,cus_fll7v5f1bcppvo,false,Europe/London,en
8fa60340-4f6a-4b5d-b380-f59019a97945,user1057@taskflow-demo.io,true,2024-02-28T06:38:11Z,2024-05-14T13:36:00Z,2024-05-14T05:37:27Z,github,cus_slh9bh811kerpe,false,Africa/Lagos,en
3c2a6b98-3637-4952-ac7c-6cf4b01d7ec6,user1058@taskflow-demo.io,true,2024-09-13T15:14:26Z,2024-11-30T13:09:40Z,2024-11-30T15:49:16Z,github,cus_0pqclpoxko8g8q,false,America/New_York,en
062dfc6d-5043-4d98-93e9-9e2be6b3fb61,user1059@taskflow-demo.io,true,2024-02-15T11:18:54Z,2025-02-15T03:09:23Z,2025-02-15T12:05:56Z,github,cus_c50h2cwtg1m8xf,false,Africa/Lagos,en
596a7fa8-ab55-45a9-a5f7-0ebad3def23e,user1060@taskflow-demo.io,true,2024-04-11T19:17:01Z,2024-05-28T23:59:05Z,2024-05-28T12:10:40Z,email,cus_quuy5x9l8lpqw2,false,Africa/Lagos,en
cc82fffe-7092-447d-ba2a-71ce3c2c1c40,user1061@taskflow-demo.io,true,2024-09-16T14:49:20Z,2024-12-31T23:56:09Z,2024-12-31T08:48:56Z,github,cus_kx9dvnu80b6ugv,false,Europe/London,en
45eb943f-5f00-4c0e-a879-983f20abcb94,user1062@taskflow-demo.io,true,2024-02-01T13:06:56Z,2024-05-15T18:36:35Z,2024-05-15T02:48:25Z,email,cus_dxbz9svn7n1ybw,false,Europe/Berlin,en
a7637559-2519-4035-84bd-1c0f1157da81,user1063@taskflow-demo.io,true,2024-02-18T17:11:14Z,2024-12-17T09:54:37Z,2024-12-17T16:16:12Z,google,cus_8vfcx7lxxezdux,false,Africa/Nairobi,en
c9cd8e3d-cc0e-4884-a7e9-7cf40c963940,user1064@taskflow-demo.io,true,2024-12-09T04:23:45Z,2025-04-25T18:30:25Z,2025-04-25T09:19:42Z,google,cus_dysal8m1g9fk2s,false,Asia/Kolkata,en
ff0024b9-dfbf-453e-93fb-745d2af41459,user1065@taskflow-demo.io,true,2025-03-28T12:07:34Z,2025-05-13T12:26:23Z,2025-05-13T23:29:47Z,google,cus_vfgyw6zbnz8v12,false,America/New_York,en
19f7e7fc-0633-4f1b-8f70-da67a5069047,user1066@taskflow-demo.io,true,2024-06-07T04:20:35Z,2024-08-13T18:49:31Z,2024-08-13T03:17:15Z,email,cus_9qkns832ejx5td,false,America/Toronto,en
728324e1-e8a9-4a58-a87d-1b5be134590a,user1067@taskflow-demo.io,true,2024-05-25T16:10:07Z,2025-02-02T20:17:23Z,2025-02-02T09:54:09Z,google,cus_3d6357oonncild,false,Africa/Lagos,en
5612be77-7e9b-4991-8112-f2678452171c,user1068@taskflow-demo.io,true,2025-02-09T00:29:08Z,2025-03-22T03:55:15Z,2025-03-22T18:31:31Z,github,cus_31qw6ahf7vp1ie,false,Africa/Lagos,en
7456a183-4e68-42d2-92cf-300aac1b35a5,user1069@taskflow-demo.io,true,2025-02-10T16:52:56Z,2025-02-19T18:34:07Z,2025-02-19T04:43:09Z,email,cus_twuzkamugysm8t,false,Africa/Lagos,en
253ceff3-2319-46bb-a051-a3f99b521d31,user1070@taskflow-demo.io,true,2024-07-18T01:13:54Z,2024-09-07T10:10:24Z,2024-09-07T18:48:03Z,github,cus_0mcixdu1emmx3y,false,Africa/Lagos,en
d8775e3b-8f57-423c-9149-7fca8cfb65ce,user1071@taskflow-demo.io,true,2024-04-03T18:09:35Z,2024-07-01T19:09:08Z,2024-07-01T20:45:41Z,email,cus_kbhb7s9tj1gm25,false,Africa/Lagos,en
6da4ded4-e593-40d1-947a-b058ec912797,user1072@taskflow-demo.io,true,2025-02-13T10:57:18Z,2025-03-29T16:02:28Z,2025-03-29T16:18:12Z,email,cus_n9rr7s20cv3tlc,false,Africa/Johannesburg,en
280d69e6-d8b2-4359-b870-c3682aa30b59,user1073@taskflow-demo.io,true,2024-08-16T09:34:18Z,2025-04-14T03:03:26Z,2025-04-14T21:45:42Z,email,cus_b5m9j98cwn2y8f,false,Europe/London,en
4420029c-98ac-444c-9ba4-2120017a6d9e,user1074@taskflow-demo.io,true,2024-08-12T20:32:21Z,2024-09-26T16:33:31Z,2024-09-26T02:49:14Z,email,cus_nuvy8n1utoxie0,false,Africa/Lagos,en
c4bbf0ee-8682-497b-83f8-f4226d806187,user1075@taskflow-demo.io,true,2025-04-12T10:29:04Z,2025-05-06T21:36:38Z,2025-05-06T11:22:02Z,email,cus_9k6re4q6qdy4lm,false,Africa/Lagos,en
92ed1a9a-9870-4f1e-b072-31d43ac50600,user1076@taskflow-demo.io,true,2024-05-28T20:01:15Z,2024-08-17T16:52:26Z,2024-08-17T05:57:08Z,email,cus_w2sehe2atn2twd,false,Africa/Johannesburg,en
3a1f2b87-7ae1-4a22-8092-ec54cda2ee92,user1077@taskflow-demo.io,true,2025-01-02T21:23:10Z,2025-04-26T13:13:49Z,2025-04-26T12:56:46Z,email,cus_c9xqym52xg8p6b,false,Europe/London,en
ace72e09-e54f-4867-842f-0eaf02bc83c8,user1078@taskflow-demo.io,true,2024-06-04T11:37:34Z,2024-06-29T01:50:48Z,2024-06-29T03:26:06Z,email,cus_764jwtektsg7fx,false,Africa/Accra,en
1d367865-a456-4d24-82be-3058dd0315d0,user1079@taskflow-demo.io,true,2024-06-21T23:37:20Z,2024-07-09T08:58:39Z,2024-07-09T17:47:35Z,email,cus_81jhuwb6txki3o,false,America/New_York,en
4fe6c0d1-f0e7-4cb5-9787-23e33a216ed2,user1080@taskflow-demo.io,true,2024-01-31T04:22:12Z,2025-06-29T10:09:34Z,2025-06-29T10:10:59Z,email,cus_f5l9mo1sdieqfb,false,Europe/London,en
1be6b9d7-41c9-4d2f-a70d-903cc531acca,user1081@taskflow-demo.io,true,2024-08-02T07:56:02Z,2025-03-13T06:21:23Z,2025-03-13T18:35:08Z,email,cus_ul1rsrla8s8hmb,false,Africa/Johannesburg,en
b1ee4131-79c8-4cf8-9e4d-d4c6c106620c,user1082@taskflow-demo.io,true,2025-03-07T23:43:13Z,2025-04-02T14:13:57Z,2025-04-02T07:32:09Z,email,cus_p501nouhtcs1k9,false,Europe/London,en
e929f4e0-bf69-4638-b350-50d92187fdfc,user1083@taskflow-demo.io,true,2024-03-06T13:44:28Z,2024-12-07T14:02:24Z,2024-12-07T12:57:00Z,github,cus_71hssbelrqvslw,false,Africa/Nairobi,en
a33a55fd-9e5a-422a-92b8-b06a1cea1dfd,user1084@taskflow-demo.io,true,2024-11-11T04:56:47Z,2025-03-06T01:00:24Z,2025-03-06T14:40:21Z,github,cus_tzk3ny9v20yar8,false,Africa/Accra,en
8de864eb-fae2-49e5-a6a3-0f68296cd964,user1085@taskflow-demo.io,true,2025-01-04T23:17:06Z,2025-04-15T17:20:29Z,2025-04-15T23:58:16Z,google,cus_1n3iuzgppohswq,false,Europe/London,en
c682fd25-2104-4dd7-bbb9-d1d94de53690,user1086@taskflow-demo.io,true,2024-12-27T06:27:19Z,2025-05-09T18:46:15Z,2025-05-09T21:51:00Z,email,cus_slg6mm1zxyvgiu,false,Africa/Lagos,en
d6ba0b13-1e90-4386-8365-06c53352660b,user1087@taskflow-demo.io,true,2024-06-01T12:58:02Z,2025-05-31T23:51:34Z,2025-05-31T19:53:27Z,email,cus_ru7zkut6om1fb8,false,America/New_York,en
8df4122d-f01b-4a32-be67-44a99402f5c2,user1088@taskflow-demo.io,true,2024-08-14T03:14:28Z,2024-12-19T17:10:53Z,2024-12-19T20:34:16Z,email,cus_jujd0ib6iidlry,false,America/Toronto,en
899f3301-1012-4f00-b6a9-ed48d83cf442,user1089@taskflow-demo.io,true,2024-10-08T16:52:47Z,2025-05-31T14:49:48Z,2025-05-31T15:54:14Z,email,cus_rx1kkc1xi04b7p,false,Africa/Lagos,en
11ec1245-5aaa-44af-8aa1-17b88994502c,user1090@taskflow-demo.io,true,2024-01-19T06:08:57Z,2024-04-16T19:59:46Z,2024-04-16T08:40:11Z,github,cus_875aud9k9tr74q,false,Africa/Nairobi,en
c2c2d2f0-6690-4940-897a-d5686d41a4fc,user1091@taskflow-demo.io,true,2024-06-18T00:20:30Z,2024-07-14T18:27:00Z,2024-07-14T21:59:39Z,email,cus_2u1g463sdygfli,true,Europe/London,en
9796f456-325e-44e9-a0b0-7d53e6ba2476,user1092@taskflow-demo.io,true,2024-08-16T03:17:48Z,2025-05-08T05:52:20Z,2025-05-08T06:23:17Z,email,cus_axycelos6zle6k,false,Asia/Kolkata,en
badcf06b-7c3b-454c-a7b4-c4d8f5f69b63,user1093@taskflow-demo.io,true,2024-03-09T22:52:04Z,2025-06-11T18:16:01Z,2025-06-11T06:13:52Z,google,cus_z61231yv2stn7e,false,Europe/London,en
608c8c77-b5bf-46ac-ac4c-b5a079fc28dc,user1094@taskflow-demo.io,true,2024-04-13T19:49:18Z,2025-06-23T10:43:32Z,2025-06-23T20:07:25Z,email,cus_ehuds3qsqcq30o,false,Africa/Lagos,en
fcb28c0a-025a-4f3e-9dd9-95a2d9ba6b36,user1095@taskflow-demo.io,true,2024-10-23T06:14:44Z,2025-03-29T23:59:20Z,2025-03-29T08:26:49Z,email,cus_c69qkgex08n6q7,false,Europe/London,en
baff0e8e-b04a-4b1b-bab8-eccb3f644fa0,user1096@taskflow-demo.io,true,2024-12-15T16:08:39Z,2025-04-15T16:10:32Z,2025-04-15T17:04:05Z,github,cus_e9oe9419qzpniq,false,Africa/Johannesburg,en
b6805c6e-23a9-4c79-87e5-9d15d5b7b18c,user1097@taskflow-demo.io,true,2025-04-24T08:47:00Z,2025-05-20T06:28:57Z,2025-05-20T20:41:42Z,email,cus_w76icvqy5ibpt1,false,America/Toronto,en
12f93db1-cee7-409f-af8b-c0fd7e89db3c,user1098@taskflow-demo.io,true,2024-05-28T18:04:55Z,2025-03-08T11:32:00Z,2025-03-08T07:39:22Z,google,cus_13i59sojuv0gyu,false,Africa/Johannesburg,en
ca9e1285-e8ff-45a0-88b7-1aa7f49c5f4d,user1099@taskflow-demo.io,true,2025-04-27T13:21:35Z,2025-06-23T04:33:47Z,2025-06-23T09:08:13Z,google,cus_okgtii4fqcootn,false,Africa/Nairobi,en
726437c2-ba82-4a46-a3a0-ea623b9d0c40,user1100@taskflow-demo.io,true,2024-11-27T04:44:03Z,2025-05-05T14:17:23Z,2025-05-05T15:34:54Z,email,cus_3bnvbc2vyhh6k6,false,Europe/London,en
d62c38c5-ea95-4be8-911b-4505674b53dc,user1101@taskflow-demo.io,true,2025-01-14T21:16:46Z,2025-04-20T19:20:38Z,2025-04-20T14:08:34Z,google,cus_zoilkqxlm5q201,false,America/Sao_Paulo,en
f1e8404b-ef40-45c5-a05b-962140869124,user1102@taskflow-demo.io,true,2024-07-08T22:04:41Z,2024-08-19T04:10:27Z,2024-08-19T21:10:20Z,email,cus_atvzkhiuit7m1r,false,Africa/Lagos,en
3087dcbe-81a4-4aca-a513-6cec2f9a99fe,user1103@taskflow-demo.io,true,2024-09-08T16:53:50Z,2025-04-02T16:33:37Z,2025-04-02T08:35:16Z,email,cus_r7txcb48y1o4iz,false,America/New_York,en
bed0ff42-9df3-41b5-a7a9-13c7f028451f,user1104@taskflow-demo.io,true,2024-08-21T19:59:49Z,2025-05-03T16:44:06Z,2025-05-03T22:12:16Z,google,cus_rratatj9a3y36d,false,America/New_York,en
00ba9c06-8a1e-4ad7-a0d8-36beab957377,user1105@taskflow-demo.io,true,2024-05-03T12:33:44Z,2024-05-21T09:56:19Z,2024-05-21T19:44:00Z,email,cus_c8qizk3c9xbonr,false,Europe/London,en
c2697055-06ec-4e52-b985-9a098d0c894c,user1106@taskflow-demo.io,true,2024-03-28T12:16:12Z,2024-07-18T20:41:00Z,2024-07-18T12:06:18Z,google,cus_9967i6yuj7yktx,false,Europe/Berlin,en
e85cc268-2541-421f-b3e6-2eba8f398d25,user1107@taskflow-demo.io,true,2024-06-10T23:08:13Z,2024-10-02T22:37:01Z,2024-10-02T13:40:47Z,email,cus_37kuu4ytn02yc0,false,Africa/Lagos,en
bf4b5e1c-0d83-47e0-a69c-737d0660468e,user1108@taskflow-demo.io,true,2024-08-11T22:45:20Z,2025-06-22T20:15:40Z,2025-06-22T10:30:01Z,email,cus_v8lw2qitngvn1k,false,Africa/Lagos,en
96551369-a432-405b-abf9-57c063114a14,user1109@taskflow-demo.io,true,2024-02-12T19:47:51Z,2024-05-15T02:31:00Z,2024-05-15T11:44:03Z,email,cus_ldalmjegqtoamd,true,Africa/Nairobi,en
18f6db41-7ad5-446b-b4d6-e93ea1ea0cbf,user1110@taskflow-demo.io,true,2025-03-18T22:31:37Z,2025-05-23T11:59:11Z,2025-05-23T20:49:44Z,google,cus_69ugnekrcpprcj,false,Africa/Accra,en
bd105e27-18a1-4177-9d00-8fba74e9b637,user1111@taskflow-demo.io,true,2024-09-10T22:56:58Z,2025-01-01T11:10:23Z,2025-01-01T17:17:47Z,email,cus_8lw2lm349el8hl,false,Africa/Lagos,en
7871c17e-5381-448d-83dc-e6e992a366b2,user1112@taskflow-demo.io,true,2024-05-29T12:29:29Z,2024-10-05T23:59:06Z,2024-10-05T03:26:04Z,github,cus_lk2n7h9g1a07h2,false,America/New_York,en
6fec25ce-e945-42cf-80e6-b3116ceca4ae,user1113@taskflow-demo.io,true,2025-03-10T05:02:24Z,2025-06-27T05:36:33Z,2025-06-27T01:37:16Z,google,cus_ixz2c9ros7yt2m,false,Africa/Nairobi,en
929a0be7-fc85-49c2-81e0-013550a1b0fb,user1114@taskflow-demo.io,true,2025-04-13T10:42:05Z,2025-05-05T13:41:45Z,2025-05-05T07:54:16Z,email,cus_xb9yo18pajssuu,false,America/Toronto,en
2cb8b6b5-82bd-4062-a089-ef927938c749,user1115@taskflow-demo.io,true,2024-08-25T20:50:48Z,2024-11-20T07:01:36Z,2024-11-20T09:32:16Z,email,cus_ado8e7flqhrrpz,false,America/New_York,en
f7102b3c-2a36-4241-b937-216f8b0e9ff1,user1116@taskflow-demo.io,true,2024-01-23T07:27:08Z,2024-11-08T08:24:13Z,2024-11-08T12:25:51Z,email,cus_yf9igfu8iogxpb,false,Africa/Lagos,en
